latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
34.448,-91.721,312.7,1.8,1.3,2019-10-19,1945,A,49,6.0NRT,296,15.3,D
34.52,-92.068,308.5,1.7,1.3,2019-10-19,1945,A,52,6.0NRT,293.6,8,D
34.518,-92.087,309.9,1.7,1.3,2019-10-19,1945,A,54,6.0NRT,294.7,11.2,D
34.595,-91.768,318.3,1.8,1.3,2019-10-19,1945,A,71,6.0NRT,294.5,29.9,D
34.593,-91.788,314.6,1.8,1.3,2019-10-19,1945,A,71,6.0NRT,294.5,21.9,D
34.735,-91.557,310.1,1.9,1.3,2019-10-19,1945,A,55,6.0NRT,293.4,11.6,D
34.832,-90.853,312.3,2.1,1.4,2019-10-19,1945,A,66,6.0NRT,298.6,18,D
34.83,-90.875,314.2,2.1,1.4,2019-10-19,1945,A,70,6.0NRT,299.5,21.2,D
34.75,-91.92,315.5,1.8,1.3,2019-10-19,1945,A,0,6.0NRT,295.5,19.3,D
34.85,-90.946,312.8,2.1,1.4,2019-10-19,1945,A,68,6.0NRT,299.3,18.5,D
34.702,-92.878,344.4,1.5,1.2,2019-10-19,1945,A,93,6.0NRT,294,91.7,D
34.7,-92.895,327.5,1.5,1.2,2019-10-19,1945,A,83,6.0NRT,293,43,D
34.704,-92.868,305.4,1.6,1.2,2019-10-19,1945,A,29,6.0NRT,291.6,7,D
34.702,-92.884,350.1,1.5,1.2,2019-10-19,1945,A,96,6.0NRT,294.6,113.6,D
34.701,-92.901,307.4,1.5,1.2,2019-10-19,1945,A,53,6.0NRT,292.2,9.1,D
34.857,-92.706,304.5,1.6,1.2,2019-10-19,1945,A,40,6.0NRT,291.8,8.4,D
34.855,-92.723,318.6,1.6,1.2,2019-10-19,1945,A,76,6.0NRT,292.4,29.2,D
32.81,-106.094,323,2.5,1.5,2019-10-19,1945,A,71,6.0NRT,305.9,37.4,D
32.805,-106.12,318.1,2.5,1.5,2019-10-19,1945,A,41,6.0NRT,305.7,18.8,D
32.817,-106.101,324.4,2.5,1.5,2019-10-19,1945,A,77,6.0NRT,304.8,45.8,D
35.39,-90.981,324.1,2.1,1.4,2019-10-19,1945,A,81,6.0NRT,299.3,44.5,D
35.057,-96.263,307.2,1.1,1,2019-10-19,1945,A,49,6.0NRT,296,4.3,D
37.165,-95.387,305.7,1.2,1.1,2019-10-19,1945,A,48,6.0NRT,294,4.7,D
37.167,-95.379,306.7,1.2,1.1,2019-10-19,1945,A,55,6.0NRT,294.3,5.6,D
37.802,-96.698,312.8,1.1,1,2019-10-19,1945,A,68,6.0NRT,294.9,10.2,D
37.801,-96.71,316.8,1.1,1,2019-10-19,1945,A,74,6.0NRT,294.9,14.1,D
37.894,-97.127,317.7,1.1,1,2019-10-19,1945,A,74,6.0NRT,298.5,12.4,D
37.893,-97.139,309.8,1.1,1,2019-10-19,1945,A,61,6.0NRT,297.8,5.6,D
36.687,-105.895,325.5,2,1.4,2019-10-19,1945,A,83,6.0NRT,295.1,55,D
36.683,-105.916,313.9,2,1.4,2019-10-19,1945,A,71,6.0NRT,296.3,25.7,D
36.691,-105.903,334.3,2,1.4,2019-10-19,1945,A,88,6.0NRT,295.2,85.3,D
38.439,-105.976,301.9,1.8,1.3,2019-10-19,1945,A,39,6.0NRT,279.9,15.8,D
44.378,-103.459,302.9,1.1,1,2019-10-19,1945,A,54,6.0NRT,289,6.1,D
49.205,-101.974,300.5,1,1,2019-10-19,1945,A,38,6.0NRT,285.6,5,D
34.276,-110.316,325.9,4.6,2,2019-10-19,2120,A,62,6.0NRT,293.8,178.1,D
34.294,-110.316,318.5,4.6,2,2019-10-19,2120,A,51,6.0NRT,293.7,113.7,D
34.275,-110.321,326.8,4.6,2,2019-10-19,2120,A,78,6.0NRT,294,196.7,D
34.293,-110.321,321.8,4.6,2,2019-10-19,2120,A,72,6.0NRT,293.9,153.3,D
35.239,-118.768,325.7,1.3,1.2,2019-10-19,2120,A,76,6.0NRT,302.1,25.5,D
36.517,-119.622,316.5,1.3,1.1,2019-10-19,2120,A,70,6.0NRT,298.7,11.8,D
36.518,-119.614,313.9,1.3,1.1,2019-10-19,2120,A,51,6.0NRT,298.5,8.4,D
36.555,-119.463,317.2,1.3,1.1,2019-10-19,2120,A,71,6.0NRT,297.7,14.4,D
36.607,-119.369,318.6,1.3,1.1,2019-10-19,2120,A,73,6.0NRT,298.6,16.2,D
36.605,-119.383,323.4,1.3,1.1,2019-10-19,2120,A,78,6.0NRT,298.8,22.8,D
36.679,-119.445,313.7,1.3,1.1,2019-10-19,2120,A,65,6.0NRT,299.9,9.3,D
36.686,-119.649,311.2,1.3,1.1,2019-10-19,2120,A,58,6.0NRT,299.1,6.2,D
36.75,-119.99,308.2,1.2,1.1,2019-10-19,2120,A,40,6.0NRT,296.1,4.4,D
36.751,-119.982,311.2,1.2,1.1,2019-10-19,2120,A,59,6.0NRT,296.4,7.3,D
37.308,-120.434,311.5,1.2,1.1,2019-10-19,2120,A,58,6.0NRT,297.7,5.8,D
38.132,-122.511,301,1,1,2019-10-19,2125,A,31,6.0NRT,281.5,3.9,D
38.935,-121.905,310,1.1,1,2019-10-19,2125,A,60,6.0NRT,278.1,11.2,D
39.185,-122.265,313.7,1.1,1,2019-10-19,2125,A,74,6.0NRT,287.8,12,D
39.312,-122.134,307.2,1.1,1,2019-10-19,2125,A,61,6.0NRT,286.2,5.2,D
39.31,-122.147,308.7,1.1,1,2019-10-19,2125,A,67,6.0NRT,287.9,6.3,D
49.194,-124.523,333.4,1.1,1.1,2019-10-19,2125,A,74,6.0NRT,277.6,43.3,D
49.293,-124.537,325.9,1.1,1.1,2019-10-19,2125,A,69,6.0NRT,278.2,31.1,D
49.291,-124.553,319.1,1.1,1.1,2019-10-19,2125,A,71,6.0NRT,278.7,22.9,D
49.303,-124.54,345.1,1.1,1.1,2019-10-19,2125,A,87,6.0NRT,280.4,63.6,D
49.301,-124.555,330.6,1.1,1.1,2019-10-19,2125,A,79,6.0NRT,278.3,36.3,D
49.683,-125.364,311.7,1.1,1,2019-10-19,2125,A,41,6.0NRT,276,16.8,D
49.832,-125.572,317.5,1.1,1,2019-10-19,2125,A,53,6.0NRT,279.2,19.5,D
49.83,-125.586,318.9,1.1,1,2019-10-19,2125,A,38,6.0NRT,278.6,20.4,D
49.848,-125.566,315,1.1,1,2019-10-19,2125,A,59,6.0NRT,279.3,18,D
18.923,-70.361,300.7,2.2,1.4,2019-10-20,0325,T,22,6.0NRT,286.6,12.4,N
20.514,-76.643,301.9,1,1,2019-10-20,0325,T,45,6.0NRT,290.5,3.8,N
25.425,-79.21,306.1,1,1,2019-10-20,0325,T,41,6.0NRT,294.8,3.5,N
26.612,-78.379,316,1,1,2019-10-20,0325,T,90,6.0NRT,288,13.3,N
34.282,-110.331,312,1.4,1.2,2019-10-20,0510,T,67,6.0NRT,280.4,22.7,N
34.293,-110.334,311.1,1.4,1.2,2019-10-20,0510,T,52,6.0NRT,280.1,21.4,N
19.562,-92.23,306.7,3.7,1.8,2019-10-20,0505,T,48,6.0NRT,287.5,34.5,N
25.601,-100.924,302.8,1.1,1.1,2019-10-20,0505,T,52,6.0NRT,289.9,7.4,N
26.881,-101.415,312.7,1.1,1.1,2019-10-20,0505,T,86,6.0NRT,294.3,12.6,N
26.886,-101.45,323.8,1.1,1.1,2019-10-20,0505,T,100,6.0NRT,294.3,24.1,N
26.884,-101.461,312,1.1,1.1,2019-10-20,0505,T,84,6.0NRT,293.9,11.9,N
18.931,-70.355,302.7,1.4,1.2,2019-10-20,0610,A,51,6.0NRT,287.7,7.4,N
30.941,-88.01,300.1,1,1,2019-10-20,0745,A,19,6.0NRT,289.4,5,N
19.57,-92.242,312.2,1,1,2019-10-20,0750,A,78,6.0NRT,292.9,7.9,N
19.568,-92.233,328.7,1,1,2019-10-20,0750,A,100,6.0NRT,293,24.8,N
19.302,-92.165,306.2,1,1,2019-10-20,0750,A,37,6.0NRT,293.2,3.8,N
19.293,-92.166,306.5,1,1,2019-10-20,0750,A,46,6.0NRT,293.3,3.7,N
33.415,-110.856,307.4,1,1,2019-10-20,0925,A,71,6.0NRT,283,12.1,N
19.579,-71.098,317.2,1.2,1.1,2019-10-20,1535,T,65,6.0NRT,299.1,9.8,D
19.577,-71.087,319.4,1.2,1.1,2019-10-20,1535,T,69,6.0NRT,300,12.6,D
19.577,-71.093,325.1,1.2,1.1,2019-10-20,1535,T,70,6.0NRT,300.4,18.1,D
20.012,-75.833,316.6,1.1,1,2019-10-20,1535,T,37,6.0NRT,302.5,8.2,D
18.929,-70.349,318.1,1.4,1.2,2019-10-20,1535,T,70,6.0NRT,295.3,17.4,D
18.858,-70.41,321.6,1.4,1.2,2019-10-20,1535,T,77,6.0NRT,296.3,20.9,D
18.848,-70.412,319.5,1.4,1.2,2019-10-20,1535,T,73,6.0NRT,295.3,18.2,D
